N,P,K,temperature,humidity,ph,rainfall,label,Primary_Fertilizer,Soil_Texture,Soil_Texture_Label,N_to_P_ratio,K_to_N_ratio
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,mango,Diammonium Phosphate (DAP),Clay,0,0.375,2.0
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes,Muriate of Potash (MOP),Clay,0,0.246153846,6.090909091
10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,apple,Sulfate of Potash (SOP),Sandy,3,0.079365079,17.81818182
11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,grapes,Muriate of Potash (MOP),Clay,0,0.082706767,16.41666667
41,69,82,20.02381489,16.63294455,6.715587232,68.97806542,chickpea,Sulfate of Potash (SOP),Clay,0,0.585714286,1.952380952
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes,Sulfate of Potash (SOP),Clay,0,0.170212766,8.2
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango,Diammonium Phosphate (DAP),Loam,1,0.054054054,10.33333333
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,grapes,Sulfate of Potash (SOP),Clay,0,0.088,17.0
29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate,Muriate of Potash (MOP),Clay,0,1.260869565,1.333333333
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas,Superphosphate,Loam,1,0.150684932,1.833333333
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,Superphosphate,Sandy,3,0.6875,0.5
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,lentil,Diammonium Phosphate (DAP),Loam,1,0.549295775,0.375
18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,orange,Urea,Sandy,3,1.2,0.578947368
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate,Sulfate of Potash (SOP),Sandy,3,1.0,2.470588235
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,kidneybeans,Superphosphate,Clay,0,0.178082192,1.5
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,mango,NPK 10-26-26,Loam,1,1.166666667,0.965517241
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange,Diammonium Phosphate (DAP),Clay,0,0.032258065,5.0
8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate,Sulfate of Potash (SOP),Clay,0,0.275862069,4.111111111
27,56,22,19.91853092,20.70099804,5.833010958,108.6434544,kidneybeans,Diammonium Phosphate (DAP),Clay,0,0.473684211,0.785714286
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,mango,Sulfate of Potash (SOP),Loam,1,0.25,4.166666667
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya,Diammonium Phosphate (DAP),Clay,0,0.53968254,1.571428571
5,136,195,22.35628673,91.92360477,6.264202804,107.7697413,apple,Muriate of Potash (MOP),Clay,0,0.03649635,32.5
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange,Diammonium Phosphate (DAP),Clay,0,0.032258065,5.0
7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,lentil,Superphosphate,Loam,1,0.094594595,3.125
34,60,16,31.35730791,64.24992106,7.322555223,63.85668948,blackgram,Superphosphate,Loam,1,0.557377049,0.457142857
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango,Superphosphate,Clay,0,0.75862069,1.130434783
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,orange,Urea,Clay,0,1.625,0.222222222
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,papaya,Sulfate of Potash (SOP),Clay,0,0.9375,1.195652174
22,67,22,29.03017561,64.49166566,7.475926645,54.9393771,lentil,Diammonium Phosphate (DAP),Loam,1,0.323529412,0.956521739
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram,Diammonium Phosphate (DAP),Loam,1,0.710144928,0.44
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,coconut,NPK 20-20-20,Clay,0,0.296296296,2.888888889
40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,grapes,Sulfate of Potash (SOP),Clay,0,0.283687943,4.756097561
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut,Urea,Clay,0,4.857142857,0.857142857
24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate,Muriate of Potash (MOP),Clay,0,1.090909091,1.68
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,lentil,Superphosphate,Loam,1,0.474576271,0.862068966
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango,Calcium Ammonium Nitrate,Loam,1,2.375,0.692307692
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes,Muriate of Potash (MOP),Clay,0,0.02919708,40.8
9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,pigeonpeas,Superphosphate,Sandy,2,0.15,2.4
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,orange,Urea,Sandy,3,1.133333333,0.228571429
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,kidneybeans,Diammonium Phosphate (DAP),Clay,0,0.139240506,1.833333333
2,140,197,22.69780133,92.82223419,5.53456749,105.0508234,apple,Sulfate of Potash (SOP),Clay,0,0.014184397,65.66666667
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange,Calcium Ammonium Nitrate,Sandy,3,1.541666667,0.315789474
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate,Sulfate of Potash (SOP),Clay,0,1.08,1.464285714
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,coconut,Muriate of Potash (MOP),Clay,0,0.9,1.526315789
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,orange,Superphosphate,Sandy,3,0.0625,4.5
5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,orange,Superphosphate,Clay,0,0.263157895,2.333333333
27,120,200,21.45278675,90.74531921,6.110218826,116.7036582,apple,Muriate of Potash (MOP),Clay,0,0.223140496,7.142857143
19,65,25,18.09551014,18.29318436,5.625096446,144.7902323,kidneybeans,Diammonium Phosphate (DAP),Clay,0,0.287878788,1.25
36,140,198,23.34386401,91.47684705,6.28188384,104.4267991,apple,Muriate of Potash (MOP),Clay,0,0.255319149,5.351351351
15,123,204,22.52709326,92.54780429,6.365972688,115.3830068,apple,Muriate of Potash (MOP),Clay,0,0.120967742,12.75
38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,mungbean,Urea,Clay,0,1.027027027,0.538461538
29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,coconut,Muriate of Potash (MOP),Sandy,3,1.115384615,1.166666667
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,grapes,Sulfate of Potash (SOP),Clay,0,0.042553191,29.28571429
23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,pigeonpeas,Diammonium Phosphate (DAP),Loam,1,0.302631579,1.041666667
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram,Superphosphate,Loam,1,0.677419355,0.511627907
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,mungbean,Diammonium Phosphate (DAP),Clay,0,0.923076923,0.405405405
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans,Superphosphate,Clay,0,0.694444444,0.769230769
8,58,17,28.75273118,69.15640149,7.286049978,35.15426171,lentil,Diammonium Phosphate (DAP),Loam,1,0.13559322,1.888888889
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,coconut,Calcium Ammonium Nitrate,Sandy,3,2.142857143,0.806451613
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans,Diammonium Phosphate (DAP),Clay,0,0.392156863,1.047619048
42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,chickpea,Sulfate of Potash (SOP),Clay,0,0.525,1.976744186
37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,blackgram,Diammonium Phosphate (DAP),Loam,1,0.587301587,0.447368421
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,orange,Calcium Ammonium Nitrate,Sandy,3,3.5,0.310344828
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango,Superphosphate,Clay,0,0.75862069,1.130434783
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut,Muriate of Potash (MOP),Clay,0,2.363636364,1.222222222
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut,Calcium Ammonium Nitrate,Clay,0,1.3,0.725
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango,Muriate of Potash (MOP),Loam,1,0.19047619,5.0
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean,Diammonium Phosphate (DAP),Clay,0,0.25,2.0
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango,Superphosphate,Loam,1,0.235294118,3.222222222
2,129,201,22.78234161,94.36803516,5.682343744,122.1449949,apple,Muriate of Potash (MOP),Sandy,3,0.015384615,67.0
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram,Diammonium Phosphate (DAP),Loam,1,0.650793651,0.357142857
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,apple,Sulfate of Potash (SOP),Clay,0,0.248275862,5.297297297
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,mango,Calcium Ammonium Nitrate,Clay,0,1.0,0.684210526
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans,Diammonium Phosphate (DAP),Clay,0,0.482758621,0.586206897
18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,pigeonpeas,Diammonium Phosphate (DAP),Loam,1,0.321428571,1.210526316
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,blackgram,Superphosphate,Loam,1,0.265822785,0.863636364
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,grapes,Sulfate of Potash (SOP),Clay,0,0.155555556,9.181818182
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans,Superphosphate,Sandy,3,0.185714286,1.357142857
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes,Muriate of Potash (MOP),Clay,0,0.190839695,7.576923077
22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate,Muriate of Potash (MOP),Clay,0,0.814814815,1.652173913
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,mungbean,Superphosphate,Clay,0,0.596153846,0.78125
30,143,199,23.76881552,90.59810302,5.7983508,102.2648546,apple,Sulfate of Potash (SOP),Clay,0,0.208333333,6.419354839
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate,Muriate of Potash (MOP),Clay,0,0.210526316,7.4
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,coconut,Muriate of Potash (MOP),Clay,0,0.703703704,1.45
39,64,53,23.0124018,91.07355541,6.598860305,208.3357976,papaya,Superphosphate,Sandy,3,0.6,1.325
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange,Calcium Ammonium Nitrate,Clay,0,3.75,0.483870968
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans,Diammonium Phosphate (DAP),Sandy,3,0.613636364,0.821428571
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,Superphosphate,Clay,0,0.540983607,0.441176471
28,72,84,18.72963144,19.18197264,6.481783043,71.58010169,chickpea,Sulfate of Potash (SOP),Clay,0,0.383561644,2.896551724
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut,NPK 20-20-20,Clay,0,0.064516129,10.0
24,80,19,29.67892453,69.0854554,6.808041722,65.66436565,blackgram,Superphosphate,Loam,1,0.296296296,0.76
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango,Calcium Ammonium Nitrate,Loam,1,1.193548387,0.894736842
43,79,79,19.40751744,18.98030507,7.806747656,80.25064637,chickpea,NPK 20-20-20,Clay,0,0.5375,1.795454545
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate,Urea,Sandy,3,1.5,0.9
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes,Sulfate of Potash (SOP),Clay,0,0.089430894,16.25
27,80,15,19.07096165,21.21092266,5.788386951,86.21917578,kidneybeans,Superphosphate,Clay,0,0.333333333,0.535714286
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango,Muriate of Potash (MOP),Clay,0,0.294117647,5.166666667
28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,lentil,Diammonium Phosphate (DAP),Loam,1,0.4,0.551724138
9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,apple,Sulfate of Potash (SOP),Clay,0,0.065217391,20.0
33,143,204,21.1316077,91.95769858,5.814434775,122.5391946,apple,Muriate of Potash (MOP),Clay,0,0.229166667,6.0
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean,Superphosphate,Sandy,3,0.05,5.0
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,kidneybeans,Diammonium Phosphate (DAP),Sandy,3,0.417910448,0.793103448
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,lentil,Superphosphate,Sandy,3,0.0,21.0
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,coconut,Sulfate of Potash (SOP),Clay,0,1.571428571,2.083333333
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango,Diammonium Phosphate (DAP),Clay,0,0.0,26.0
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange,Diammonium Phosphate (DAP),Sandy,3,0.571428571,0.769230769
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,mungbean,Diammonium Phosphate (DAP),Clay,0,0.180327869,1.916666667
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate,Muriate of Potash (MOP),Clay,0,1.0,3.75
18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,apple,Muriate of Potash (MOP),Sandy,3,0.142857143,10.68421053
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango,Calcium Ammonium Nitrate,Clay,0,2.352941176,0.853658537
8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate,Muriate of Potash (MOP),Clay,0,0.307692308,4.0
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean,Superphosphate,Clay,0,0.416666667,0.730769231
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes,Sulfate of Potash (SOP),Clay,0,0.3,5.075
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas,Diammonium Phosphate (DAP),Loam,1,0.225352113,1.176470588
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate,Sulfate of Potash (SOP),Clay,0,0.722222222,3.214285714
19,7,9,27.255435,91.71369387,6.969883483,101.139435,orange,Calcium Ammonium Nitrate,Clay,0,2.375,0.45
18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,apple,Muriate of Potash (MOP),Clay,0,0.142857143,10.73684211
27,120,200,21.45278675,90.74531921,6.110218826,116.7036582,apple,Sulfate of Potash (SOP),Clay,0,0.223140496,7.142857143
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans,Superphosphate,Clay,0,0.569230769,0.578947368
40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate,Sulfate of Potash (SOP),Clay,0,1.428571429,1.097560976
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,coconut,Sulfate of Potash (SOP),Clay,0,3.428571429,1.28
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,chickpea,Sulfate of Potash (SOP),Sandy,3,0.428571429,3.12
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans,Diammonium Phosphate (DAP),Clay,0,0.25,1.0
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,pigeonpeas,Superphosphate,Sandy,2,0.216216216,1.117647059
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes,Muriate of Potash (MOP),Sandy,3,0.170212766,8.2
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes,Sulfate of Potash (SOP),Sandy,3,0.05511811,25.375
30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,chickpea,Sulfate of Potash (SOP),Clay,0,0.394736842,2.612903226
6,68,18,24.388717,62.50453062,6.711341147,47.26052494,lentil,Superphosphate,Loam,1,0.086956522,2.571428571
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate,Sulfate of Potash (SOP),Clay,0,1.0,3.75
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,Superphosphate,Sandy,3,0.540983607,0.441176471
12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate,Sulfate of Potash (SOP),Clay,0,0.571428571,3.0
37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,orange,Urea,Sandy,3,5.285714286,0.342105263
10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas,Superphosphate,Loam,1,0.125,1.636363636
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean,Superphosphate,Clay,0,0.815789474,0.65625
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean,Superphosphate,Clay,0,0.944444444,0.6
6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,coconut,Muriate of Potash (MOP),Clay,0,0.428571429,4.142857143
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans,Diammonium Phosphate (DAP),Sandy,3,0.615384615,0.390243902
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas,Superphosphate,Loam,1,0.294117647,0.904761905
6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,mungbean,Superphosphate,Sandy,3,0.125,2.571428571
22,9,44,24.72235539,88.87651295,5.744361602,112.1926517,pomegranate,Muriate of Potash (MOP),Clay,0,2.2,1.913043478
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate,Urea,Clay,0,1.290322581,0.853658537
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes,Sulfate of Potash (SOP),Clay,0,0.125925926,11.33333333
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,kidneybeans,Superphosphate,Clay,0,0.083333333,2.5
0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,grapes,Sulfate of Potash (SOP),Clay,0,0.0,195.0
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,orange,Superphosphate,Clay,0,0.0625,4.5
19,7,9,27.255435,91.71369387,6.969883483,101.139435,orange,Urea,Sandy,3,2.375,0.45
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean,Diammonium Phosphate (DAP),Clay,0,0.815789474,0.65625
0,18,14,29.77149434,92.00719952,7.207991261,114.4161786,orange,Diammonium Phosphate (DAP),Clay,0,0.0,14.0
27,139,205,22.48403042,93.40819246,5.772179946,105.5473627,apple,Sulfate of Potash (SOP),Sandy,3,0.192857143,7.321428571
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes,Sulfate of Potash (SOP),Clay,0,0.28057554,5.075
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,papaya,Diammonium Phosphate (DAP),Clay,0,0.777777778,1.11627907
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya,Diammonium Phosphate (DAP),Clay,0,0.6,1.3
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,lentil,Superphosphate,Clay,0,0.082191781,2.142857143
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,orange,Diammonium Phosphate (DAP),Clay,0,0.0,14.0
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans,Diammonium Phosphate (DAP),Sandy,3,0.383333333,0.791666667
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange,Calcium Ammonium Nitrate,Clay,0,2.2,0.235294118
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut,Sulfate of Potash (SOP),Clay,0,0.5,3.2
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,grapes,Sulfate of Potash (SOP),Clay,0,0.230215827,5.96969697
34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,mungbean,Diammonium Phosphate (DAP),Clay,0,0.739130435,0.6
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut,Urea,Clay,0,1.3,0.725
7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,lentil,Diammonium Phosphate (DAP),Sandy,3,0.094594595,3.125
34,68,51,27.34734861,94.17756725,6.687088098,40.35153141,papaya,Superphosphate,Sandy,3,0.492753623,1.457142857
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,papaya,Diammonium Phosphate (DAP),Clay,0,0.827586207,1.102040816
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,coconut,Muriate of Potash (MOP),Sandy,3,1.523809524,1.060606061
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate,Muriate of Potash (MOP),Clay,0,1.428571429,1.225806452
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas,Superphosphate,Clay,0,0.432098765,0.694444444
18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate,Muriate of Potash (MOP),Clay,0,0.642857143,2.157894737
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango,NPK 20-20-20,Clay,0,1.034482759,0.967741935
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,lentil,Superphosphate,Clay,0,0.025,5.0
29,140,195,23.64082979,90.95257927,5.560521058,116.7431319,apple,Muriate of Potash (MOP),Clay,0,0.205673759,6.5
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,orange,Urea,Clay,0,1.0,0.777777778
13,126,204,23.1094265,92.79630809,6.383180271,108.183792,apple,Muriate of Potash (MOP),Clay,0,0.102362205,14.57142857
20,72,19,32.47648301,64.34848735,7.397190844,65.820457,blackgram,Superphosphate,Loam,1,0.273972603,0.904761905
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,grapes,Sulfate of Potash (SOP),Clay,0,0.066115702,21.77777778
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut,NPK 10-26-26,Clay,0,0.064516129,10.0
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,coconut,Muriate of Potash (MOP),Clay,0,1.033333333,1.09375
7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,coconut,Muriate of Potash (MOP),Clay,0,0.583333333,4.0
39,64,53,23.0124018,91.07355541,6.598860305,208.3357976,papaya,Diammonium Phosphate (DAP),Sandy,3,0.6,1.325
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans,Superphosphate,Sandy,3,0.521126761,0.657894737
20,129,201,23.41044706,91.69913296,5.587905967,116.0777931,apple,Muriate of Potash (MOP),Clay,0,0.153846154,9.571428571
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,mango,Sulfate of Potash (SOP),Clay,0,0.958333333,1.25
7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,lentil,Superphosphate,Loam,1,0.094594595,3.125
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut,Calcium Ammonium Nitrate,Clay,0,1.285714286,0.702702703
46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,chickpea,Sulfate of Potash (SOP),Clay,0,0.597402597,1.638297872
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya,Superphosphate,Clay,0,0.7,1.279069767
38,38,18,26.31051759,61.18749126,6.294130313,35.73403813,mothbeans,NPK 20-20-20,Loam,1,0.974358974,0.461538462
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram,Diammonium Phosphate (DAP),Loam,1,0.636363636,0.36
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,blackgram,Diammonium Phosphate (DAP),Loam,1,0.623188406,0.454545455
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,pigeonpeas,Diammonium Phosphate (DAP),Sandy,2,0.216216216,1.117647059
44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,papaya,Diammonium Phosphate (DAP),Sandy,3,0.771929825,1.088888889
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange,Calcium Ammonium Nitrate,Clay,0,3.0,0.578947368
17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,coconut,Superphosphate,Sandy,3,0.566666667,1.444444444
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean,Diammonium Phosphate (DAP),Clay,0,0.944444444,0.6
20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,grapes,Sulfate of Potash (SOP),Clay,0,0.13986014,9.333333333
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,coconut,Urea,Clay,0,1.947368421,0.789473684
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,kidneybeans,Diammonium Phosphate (DAP),Clay,0,0.122807018,2.25
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans,Superphosphate,Clay,0,0.178571429,2.090909091
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate,Muriate of Potash (MOP),Clay,0,0.818181818,1.842105263
20,60,78,18.17234999,14.70085967,6.358740355,90.7760707,chickpea,Muriate of Potash (MOP),Clay,0,0.327868852,3.714285714
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya,Sulfate of Potash (SOP),Clay,0,0.735849057,1.325
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas,Diammonium Phosphate (DAP),Sandy,3,0.04109589,6.0
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate,Sulfate of Potash (SOP),Sandy,3,1.454545455,2.411764706
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango,Urea,Loam,1,1.193548387,0.894736842
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,coconut,Muriate of Potash (MOP),Sandy,3,0.9,1.526315789
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange,Diammonium Phosphate (DAP),Clay,0,0.032258065,5.0
44,58,18,28.03644051,65.06601664,6.814410928,72.49507741,blackgram,Diammonium Phosphate (DAP),Loam,1,0.745762712,0.4
24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,mungbean,Diammonium Phosphate (DAP),Sandy,3,0.533333333,0.68
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,mango,Superphosphate,Loam,1,0.564102564,1.347826087
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,grapes,Muriate of Potash (MOP),Clay,0,0.057142857,22.11111111
38,135,203,23.76121837,93.661643,5.965551311,100.825956,apple,Muriate of Potash (MOP),Clay,0,0.279411765,5.205128205
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,Superphosphate,Clay,0,0.538461538,0.954545455
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans,Superphosphate,Clay,0,0.45,0.714285714
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas,Diammonium Phosphate (DAP),Sandy,2,0.043478261,4.0
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram,Diammonium Phosphate (DAP),Loam,1,0.382352941,0.592592593
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut,Sulfate of Potash (SOP),Sandy,3,0.111111111,13.0
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango,Diammonium Phosphate (DAP),Sandy,3,0.428571429,2.0
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes,Muriate of Potash (MOP),Clay,0,0.235772358,6.533333333
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,grapes,Sulfate of Potash (SOP),Clay,0,0.047619048,29.14285714
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,orange,Calcium Ammonium Nitrate,Clay,0,1.148148148,0.28125
